#double-hashing.csv
#Yannick
#Matousek
#12005960
group,number,instanceType,probeType,stepsAvg,m,numberOfKeys,stepsNegativeAvg
Double Hashing,277,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,278,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,279,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,280,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,281,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,282,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,283,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,284,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,285,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,286,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,287,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,288,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,289,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,290,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,291,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,292,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,293,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,294,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,295,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,296,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,297,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,298,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,299,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,300,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,301,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,302,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,303,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,304,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,305,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,306,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,307,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,308,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,309,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,310,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,311,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,312,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,313,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,314,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,315,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,316,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,317,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,318,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,319,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,320,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,321,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,322,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,323,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,324,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,325,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,326,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,327,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,328,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,329,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,330,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,331,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,332,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,333,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,334,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,335,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,336,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,337,DOUBLE_HASHING,NONE,0.0,0,0,0.0
